id,name,group,url
88,Carambola (Star Fruit),"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Carambola-Star-Fruit-212.html
89,Carrot,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Carrot-275.html
90,Cashew,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cashew-1009.html
91,Cassowary Fruit,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cassowary-Fruit-444.html
92,Cauliflower,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cauliflower-1270.html
93,Cepes,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cepes-376.html
94,Chayote,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Chayote-774.html
95,Cherimoya,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cherimoya-880.html
96,Cherry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cherry-297.html
97,Cherry Jam,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cherry-Jam-1618.html
98,Chestnut,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Chestnut-578.html
99,Chia Seed,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Chia-Seed-1095.html
100,Chickpeas,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Chickpeas-1386.html
101,Chinese Magnolia,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Chinese-Magnolia-1290.html
102,Cloudberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cloudberry-692.html
103,Coco De Mer,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Coco-De-Mer-1146.html
104,cocoa shell,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/cocoa-shell-1553.html
105,Coconut,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Coconut-138.html
106,Coconut Water,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Coconut-Water-1098.html
107,Cogumelo Porcino,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cogumelo-Porcino-1550.html
108,Conifer,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Conifer-1246.html
109,Corn,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Corn-1132.html
110,Corn Silk,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Corn-Silk-548.html
111,Count's Fruit,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Count-s-Fruit-1177.html
112,Cranberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cranberry-274.html
113,Cucumber,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cucumber-126.html
114,"Cupuaçu, Cupuassu, Copoasu","FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cupuacu-Cupuassu-Copoasu-465.html
115,Currant Leaf and Bud,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Currant-Leaf-and-Bud-337.html
116,Cyperus Scariosus,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Cyperus-Scariosus-460.html
117,Daikon Radish,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Daikon-Radish-1158.html
118,Dark Plum Wu Mei,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Dark-Plum-Wu-Mei-1292.html
119,Dewberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Dewberry-644.html
120,Dried Apple Crisp,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Dried-Apple-Crisp-908.html
121,Dried Apricot,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Dried-Apricot-961.html
122,Dried Fruits,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Dried-Fruits-230.html
123,Durian,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Durian-1233.html
124,Elderberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Elderberry-1086.html
125,Feijoa Fruit,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Feijoa-Fruit-1447.html
126,Fig,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Fig-247.html
127,Fig Leaf,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Fig-Leaf-150.html
128,Fig Milk,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Fig-Milk-1648.html
129,Forest Fruits,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Forest-Fruits-382.html
130,Frosted Berries,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Frosted-Berries-805.html
131,Fruit Salad,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Fruit-Salad-1119.html
132,Fruity Notes,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Fruity-Notes-320.html
133,Fuji Apple,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Fuji-Apple-1575.html
134,Gariguette Strawberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Gariguette-Strawberry-1307.html
135,Genipapo,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Genipapo-1080.html
136,Goji Berries,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Goji-Berries-696.html
137,Gooseberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Gooseberry-249.html
138,Grains,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Grains-1284.html
139,Grape Seed,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Grape-Seed-937.html
140,Grapes,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Grapes-269.html
141,Green Anjou Pears,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Green-Anjou-Pears-1209.html
142,Green Grape,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Green-Grape-1254.html
143,Green Pear,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Green-Pear-1321.html
144,Green Plum,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Green-Plum-1126.html
145,Greengage,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Greengage-996.html
146,Ground Cherry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Ground-Cherry-682.html
147,Guarana,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Guarana-532.html
148,Guava,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Guava-177.html
149,Hazelnut,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Hazelnut-141.html
150,Hog Plum,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Hog-Plum-782.html
151,Honeydew Melon,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Honeydew-Melon-1564.html
152,Isabella Grape,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Isabella-Grape-1493.html
153,Jabuticaba,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Jabuticaba-615.html
154,Jackfruit,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Jackfruit-462.html
155,Japanese Loquat,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Japanese-Loquat-550.html
156,Jobs Tears (Yi Yi Ren),"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Jobs-Tears-Yi-Yi-Ren-916.html
157,Kiwi,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Kiwi-178.html
158,Kumbaru,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Kumbaru-616.html
159,Lingonberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Lingonberry-1029.html
160,Litchi,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Litchi-194.html
161,Loganberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Loganberry-1088.html
162,Longan Berries,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Longan-Berries-1030.html
163,Lucuma,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Lucuma-1604.html
164,Macadamia,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Macadamia-666.html
165,Mahonia,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mahonia-909.html
166,Malt,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Malt-480.html
167,Mamey,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mamey-1518.html
168,Mango,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mango-179.html
169,Mangosteen,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mangosteen-303.html
170,Maninka,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Maninka-693.html
171,Marian Plum,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Marian-Plum-1007.html
172,Medlar,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Medlar-1077.html
173,Melon,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Melon-172.html
174,Mirabelle,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mirabelle-491.html
175,Miracle Berry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Miracle-Berry-1592.html
176,Moepel Accord,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Moepel-Accord-654.html
177,Mulberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mulberry-531.html
178,Mung Bean,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mung-Bean-1525.html
179,Mushroom,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Mushroom-839.html
180,Nashi Pear,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Nashi-Pear-1010.html
181,Nectarine,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Nectarine-197.html
182,Nutty Notes,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Nutty-Notes-1023.html
183,Okra Seeds,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Okra-Seeds-1172.html
184,Olive,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Olive-263.html
185,Papaya,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Papaya-227.html
186,Passionfruit,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Passionfruit-161.html
187,Pea,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pea-637.html
188,Peach,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Peach-117.html
189,Peanut,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Peanut-547.html
190,Pear,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pear-182.html
191,Pecan,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pecan-1022.html
192,Persimmon,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Persimmon-341.html
193,Peruvian Pepper,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Peruvian-Pepper-1263.html
194,Pineapple,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pineapple-170.html
195,Pinot Noir Grapes,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pinot-Noir-Grapes-721.html
196,Pistachio,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pistachio-221.html
197,Pitahaya,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pitahaya-218.html
198,Pitanga,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pitanga-747.html
199,Plantain,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Plantain-1665.html
200,Plum,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Plum-171.html
201,Pomegranate,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pomegranate-193.html
202,Potato,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Potato-1150.html
203,Prickly Pear,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Prickly-Pear-1145.html
204,Pumpkin,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Pumpkin-509.html
205,Purple Yam,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Purple-Yam-1701.html
206,Quandong Desert Peach,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Quandong-Desert-Peach-1220.html
207,Quince,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Quince-223.html
208,Rambutan,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Rambutan-1036.html
209,Raspberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Raspberry-174.html
210,Red Apple,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Red-Apple-144.html
211,Red Berries,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Red-Berries-184.html
212,Red Currant,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Red-Currant-134.html
213,Red Fruits,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Red-Fruits-726.html
214,Red Fruits Smoothie,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Red-Fruits-Smoothie-1168.html
215,Red Mulberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Red-Mulberry-1273.html
216,Rhubarb,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Rhubarb-188.html
217,Roasted Nuts,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Roasted-Nuts-1089.html
218,Rose Apple,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Rose-Apple-1762.html
219,Salak,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Salak-1633.html
220,Santol,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Santol-1740.html
221,Sapodilla,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Sapodilla-645.html
222,Sarsaparilla,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Sarsaparilla-1337.html
223,Sea Buckthorn,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Sea-Buckthorn-871.html
224,Seriguela,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Seriguela-1269.html
225,Serrano Pepper,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Serrano-Pepper-1620.html
226,Shea Butter,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Shea-Butter-1142.html
227,Shea Nuts,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Shea-Nuts-1085.html
228,Silverberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Silverberry-1218.html
229,Snowberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Snowberry-746.html
230,Sour Cherry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Sour-Cherry-176.html
231,Soursop,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Soursop-1005.html
232,Soybean,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Soybean-224.html
233,Squash,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Squash-1018.html
234,Star Apple,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Star-Apple-428.html
235,Strawberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Strawberry-261.html
236,Tamanu,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Tamanu-1702.html
237,Taro,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Taro-1560.html
238,Tayberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Tayberry-330.html
239,Tomato,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Tomato-252.html
240,Tropical Fruits,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Tropical-Fruits-319.html
241,Tropicalone,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Tropicalone-1558.html
242,Tucumã,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Tucuma-1474.html
243,Vegetal Notes,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Vegetal-Notes-1736.html
244,Walnut,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Walnut-336.html
245,Walnut Milk,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Walnut-Milk-1381.html
246,Water Fruit,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Water-Fruit-702.html
247,Watermelon,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Watermelon-173.html
248,Wattleseed,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Wattleseed-1267.html
249,White Currant,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/White-Currant-219.html
250,White Grape,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/White-Grape-1472.html
251,White Mulberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/White-Mulberry-1681.html
252,Wild Strawberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Wild-Strawberry-163.html
253,Williams Pear,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Williams-Pear-1470.html
254,Winterberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Winterberry-438.html
255,Wolfberry,"FRUITS, VEGETABLES AND NUTS",https://www.fragrantica.com/notes/Wolfberry-520.html
